seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XIV	34670	34688	19	+	31	3	Promoter	14	34696	37422	2727	1	YNL321W	YNL321W_mRNA	-8
XIV	40608	40619	12	+	36	3	Promoter	14	40619	42016	1398	1	YNL317W	YNL317W_mRNA	0
XIV	44434	44434	1	+	7	1	Promoter	14	44447	45214	768	1	YNL314W	YNL314W_mRNA	-13
XIV	48248	48264	17	+	9	2	Promoter	14	48287	49216	930	1	YNL312W	YNL312W_mRNA	-23
XIV	52597	52612	16	+	25	3	Promoter	14	52662	53924	1263	1	YNL309W	YNL309W_mRNA	-50
XIV	58094	58134	41	+	102	7	Promoter	14	58155	58808	654	1	YNL306W	YNL306W_mRNA	-21
XIV	58186	58186	1	+	4	1	Promoter	14	58155	58808	654	1	YNL306W	YNL306W_mRNA	31
XIV	65639	65655	17	+	100	7	Promoter	14	65744	66052	309	1	YNL300W	YNL300W_mRNA	-89
XIV	71203	71203	1	+	4	1	Exon (YNL298W_mRNA/YNL298W, exon 1 of 1)	14	68915	71443	2529	1	YNL298W	YNL298W_mRNA	2288
XIV	76797	76797	1	+	6	1	Promoter	14	76946	78520	1575	1	YNL295W	YNL295W_mRNA	-149
XIV	80562	80618	57	+	43	6	Promoter	14	80640	82541	1902	1	YNL293W	YNL293W_mRNA	-22
XIV	82773	82801	29	+	63	5	Promoter	14	82806	84017	1212	1	YNL292W	YNL292W_mRNA	-5
XIV	86193	86210	18	+	10	2	Promoter	14	86218	87240	1023	1	YNL290W	YNL290W_mRNA	-8
XIV	87826	87826	1	+	4	1	Promoter	14	87897	88736	840	1	YNL289W	YNL289W_mRNA	-71
XIV	89072	89077	6	+	17	2	Promoter	14	89210	89306	97	1	snR40	snR40_snoRNA	-133
XIV	89210	89210	1	+	9	1	Promoter	14	89210	89306	97	1	snR40	snR40_snoRNA	0
XIV	90162	90162	1	+	8	1	Promoter	14	90303	91424	1122	1	YNL288W	YNL288W_mRNA	-141
XIV	91777	91821	45	+	105	7	Promoter	14	91994	94801	2808	1	YNL287W	YNL287W_mRNA	-173
XIV	95131	95136	6	+	11	2	Promoter	14	95223	96080	858	1	YNL286W	YNL286W_mRNA	-87
XIV	107672	107672	1	+	4	1	Promoter	14	107687	108274	588	1	YNL282W	YNL282W_mRNA	-15
XIV	108376	108387	12	+	9	2	Promoter	14	108467	108928	462	1	YNL281W	YNL281W_mRNA	-80
XIV	108416	108492	77	+	76	10	Promoter	14	108467	108928	462	1	YNL281W	YNL281W_mRNA	0
XIV	119254	119254	1	+	4	1	Promoter	14	119268	120998	1731	1	YNL275W	YNL275W_mRNA	-14
XIV	138438	138438	1	+	4	1	Promoter	14	138550	140385	1836	1	YNL268W	YNL268W_mRNA	-112
XIV	138468	138521	54	+	108	9	Promoter	14	138550	140385	1836	1	YNL268W	YNL268W_mRNA	-29
XIV	140794	140794	1	+	5	1	Promoter	14	140878	144078	3201	1	YNL267W	YNL267W_mRNA	-84
XIV	148199	148199	1	+	7	1	Promoter	14	148212	154880	6669	1	YNL262W	YNL262W_mRNA	-13
XIV	155029	155029	1	+	4	1	Promoter	14	155100	156539	1440	1	YNL261W	YNL261W_mRNA	-71
XIV	155091	155106	16	+	17	3	Promoter	14	155100	156539	1440	1	YNL261W	YNL261W_mRNA	0
XIV	164577	164577	1	+	6	1	Promoter	14	164623	167097	2475	1	YNL256W	YNL256W_mRNA	-46
XIV	175396	175396	1	+	4	1	Promoter	14	175410	179348	3939	1	YNL250W	YNL250W_mRNA	-14
XIV	182842	182898	57	+	63	10	Promoter	14	182875	185178	2304	1	YNL247W	YNL247W_mRNA	0
XIV	184674	184695	22	+	12	2	Promoter	14	185460	186349	890	1	YNL246W	YNL246W_mRNA	-765
XIV	184792	184792	1	+	4	1	Promoter	14	185460	186349	890	1	YNL246W	YNL246W_mRNA	-668
XIV	185443	185469	27	+	61	5	Promoter	14	185460	186349	890	1	YNL246W	YNL246W_mRNA	0
XIV	187984	188013	30	+	18	4	Promoter	14	188051	190957	2907	1	YNL243W	YNL243W_mRNA	-38
XIV	198181	198181	1	+	9	1	Distal Intergenic	14	200569	201933	1365	1	YNL239W	YNL239W_mRNA	-2388
XIV	200212	200212	1	+	6	1	Promoter	14	200569	201933	1365	1	YNL239W	YNL239W_mRNA	-357
XIV	200419	200437	19	+	33	4	Promoter	14	200569	201933	1365	1	YNL239W	YNL239W_mRNA	-132
XIV	200511	200543	33	+	21	3	Promoter	14	200569	201933	1365	1	YNL239W	YNL239W_mRNA	-26
XIV	202146	202171	26	+	20	3	Promoter	14	202428	204872	2445	1	YNL238W	YNL238W_mRNA	-257
XIV	206883	206906	24	+	10	2	Promoter	14	206930	209854	2925	1	YNL236W	YNL236W_mRNA	-24
XIV	210183	210183	1	+	4	1	Promoter	14	210233	211513	1281	1	YNL234W	YNL234W_mRNA	-50
XIV	210229	210229	1	+	6	1	Promoter	14	210233	211513	1281	1	YNL234W	YNL234W_mRNA	-4
XIV	210290	210290	1	+	5	1	Promoter	14	210233	211513	1281	1	YNL234W	YNL234W_mRNA	57
XIV	211758	211767	10	+	10	2	Promoter	14	211922	214600	2679	1	YNL233W	YNL233W_mRNA	-155
XIV	214836	214904	69	+	233	14	Promoter	14	214923	215801	879	1	YNL232W	YNL232W_mRNA	-19
XIV	227366	227366	1	+	4	1	Promoter	14	227370	228854	1485	1	YNL223W	YNL223W_mRNA	-4
XIV	229057	229057	1	+	11	1	Promoter	14	229094	229714	621	1	YNL222W	YNL222W_mRNA	-37
XIV	234302	234405	104	+	120	12	Promoter	14	234413	235714	1302	1	YNL220W	YNL220W_mRNA	-8
XIV	240195	240228	34	+	41	4	Promoter	14	240331	241311	981	1	YNL217W	YNL217W_mRNA	-103
XIV	240279	240312	34	+	117	6	Promoter	14	240331	241311	981	1	YNL217W	YNL217W_mRNA	-19
XIV	240344	240344	1	+	4	1	Promoter	14	240331	241311	981	1	YNL217W	YNL217W_mRNA	13
XIV	241606	241606	1	+	5	1	Promoter	14	241689	244172	2484	1	YNL216W	YNL216W_mRNA	-83
XIV	244366	244482	117	+	229	19	Promoter	14	244468	245430	963	1	YNL215W	YNL215W_mRNA	0
XIV	245596	245596	1	+	12	1	Promoter	14	245617	246216	600	1	YNL214W	YNL214W_mRNA	-21
XIV	247378	247395	18	+	19	4	Promoter	14	247461	249809	2349	1	YNL212W	YNL212W_mRNA	-66
XIV	247427	247442	16	+	26	2	Promoter	14	247461	249809	2349	1	YNL212W	YNL212W_mRNA	-19
XIV	252009	252052	44	+	149	7	Promoter	14	252059	253900	1842	1	YNL209W	YNL209W_mRNA	-7
XIV	252086	252086	1	+	5	1	Promoter	14	252059	253900	1842	1	YNL209W	YNL209W_mRNA	27
XIV	252149	252162	14	+	8	2	Promoter	14	252059	253900	1842	1	YNL209W	YNL209W_mRNA	90
XIV	252204	252204	1	+	5	1	Exon (YNL209W_mRNA/YNL209W, exon 1 of 1)	14	252059	253900	1842	1	YNL209W	YNL209W_mRNA	145
XIV	254390	254411	22	+	85	5	Promoter	14	254418	255017	600	1	YNL208W	YNL208W_mRNA	-7
XIV	255212	255212	1	+	5	1	Promoter	14	255353	256630	1278	1	YNL207W	YNL207W_mRNA	-141
XIV	274340	274353	14	+	12	2	Promoter	14	274368	276044	1677	1	YNL193W	YNL193W_mRNA	-15
XIV	276341	276387	47	+	62	5	Promoter	14	276502	279897	3396	1	YNL192W	YNL192W_mRNA	-115
XIV	276469	276497	29	+	51	6	Promoter	14	276502	279897	3396	1	YNL192W	YNL192W_mRNA	-5
XIV	280373	280373	1	+	5	1	Promoter	14	280432	281505	1074	1	YNL191W	YNL191W_mRNA	-59
XIV	282112	282122	11	+	28	2	Promoter	14	282395	283009	615	1	YNL190W	YNL190W_mRNA	-273
XIV	282155	282193	39	+	184	8	Promoter	14	282395	283009	615	1	YNL190W	YNL190W_mRNA	-202
XIV	284043	284091	49	+	123	11	Promoter	14	284260	285888	1629	1	YNL189W	YNL189W_mRNA	-169
XIV	286192	286251	60	+	49	4	Promoter	14	286308	287609	1302	1	YNL188W	YNL188W_mRNA	-57
XIV	287811	287811	1	+	6	1	Promoter	14	287994	289067	1074	1	YNL187W	YNL187W_mRNA	-183
XIV	289264	289264	1	+	5	1	Promoter	14	289498	291876	2379	1	YNL186W	YNL186W_mRNA	-234
XIV	289345	289345	1	+	4	1	Promoter	14	289498	291876	2379	1	YNL186W	YNL186W_mRNA	-153
XIV	298239	298270	32	+	36	5	Promoter	14	298335	299558	1224	1	YNL181W	YNL181W_mRNA	-65
XIV	302620	302682	63	+	187	11	Promoter	14	302680	303402	723	1	YNL178W	YNL178W_mRNA	0
XIV	302712	302712	1	+	5	1	Promoter	14	302680	303402	723	1	YNL178W	YNL178W_mRNA	32
XIV	310535	310548	14	+	21	4	Promoter	14	310636	315882	5247	1	YNL172W	YNL172W_mRNA	-88
XIV	318651	318655	5	+	8	2	Distal Intergenic	14	315978	316373	396	1	YNL170W	YNL170W_mRNA	2673
XIV	318685	318685	1	+	5	1	Distal Intergenic	14	315978	316373	396	1	YNL170W	YNL170W_mRNA	2707
XIV	318974	318988	15	+	24	3	Distal Intergenic	14	315978	316373	396	1	YNL170W	YNL170W_mRNA	2996
XIV	319037	319037	1	+	5	1	Distal Intergenic	14	315978	316373	396	1	YNL170W	YNL170W_mRNA	3059
XIV	331285	331312	28	+	123	9	Promoter	14	331322	332154	833	1	YNL162W	YNL162W_mRNA	-10
XIV	331364	331364	1	+	4	1	Promoter	14	331322	332154	833	1	YNL162W	YNL162W_mRNA	42
XIV	332379	332379	1	+	4	1	Promoter	14	332597	334867	2271	1	YNL161W	YNL161W_mRNA	-218
XIV	332422	332426	5	+	10	2	Promoter	14	332597	334867	2271	1	YNL161W	YNL161W_mRNA	-171
XIV	332457	332465	9	+	10	2	Promoter	14	332597	334867	2271	1	YNL161W	YNL161W_mRNA	-132
XIV	336480	336518	39	+	71	4	Promoter	14	336545	337609	1065	1	YNL160W	YNL160W_mRNA	-27
XIV	339553	339576	24	+	26	4	Promoter	14	339612	340208	597	1	YNL158W	YNL158W_mRNA	-36
XIV	340305	340349	45	+	54	5	Promoter	14	340352	340858	507	1	YNL157W	YNL157W_mRNA	-3
XIV	342362	342407	46	+	75	8	Promoter	14	342516	343340	825	1	YNL155W	YNL155W_mRNA	-109
XIV	346287	346300	14	+	13	2	Promoter	14	346313	347542	1230	1	YNL152W	YNL152W_mRNA	-13
XIV	350855	350873	19	+	32	5	Promoter	14	350940	351383	444	1	YNL147W	YNL147W_mRNA	-67
XIV	352352	352390	39	+	62	7	Promoter	14	352414	352530	117	1	YNL145W	YNL145W_mRNA	-24
XIV	355814	355814	1	+	5	1	Distal Intergenic	14	357453	358952	1500	1	YNL142W	YNL142W_mRNA	-1639
XIV	355904	355904	1	+	4	1	Distal Intergenic	14	357453	358952	1500	1	YNL142W	YNL142W_mRNA	-1549
XIV	359528	359528	1	+	5	1	Promoter	14	359596	360639	1044	1	YNL141W	YNL141W_mRNA	-68
XIV	359559	359574	16	+	27	4	Promoter	14	359596	360639	1044	1	YNL141W	YNL141W_mRNA	-22
XIV	366004	366040	37	+	59	7	Promoter	14	366033	366412	380	1	YNL138W-A	YNL138W-A_mRNA	0
XIV	366700	366715	16	+	39	3	Promoter	14	366741	368321	1581	1	YNL138W	YNL138W_mRNA	-26
XIV	370341	370359	19	+	32	3	Promoter	14	370368	371645	1278	1	YNL136W	YNL136W_mRNA	-9
XIV	375230	375251	22	+	65	3	Promoter	14	375321	378491	3171	1	YNL132W	YNL132W_mRNA	-70
XIV	378701	378729	29	+	61	6	Promoter	14	378767	379225	459	1	YNL131W	YNL131W_mRNA	-38
XIV	378758	378773	16	+	24	2	Promoter	14	378767	379225	459	1	YNL131W	YNL131W_mRNA	0
XIV	378812	378812	1	+	4	1	Promoter	14	378767	379225	459	1	YNL131W	YNL131W_mRNA	45
XIV	381421	381436	16	+	16	3	Promoter	14	381480	382202	723	1	YNL129W	YNL129W_mRNA	-44
XIV	383857	383911	55	+	114	10	Promoter	14	383987	386848	2862	1	YNL127W	YNL127W_mRNA	-76
XIV	383940	383957	18	+	40	4	Promoter	14	383987	386848	2862	1	YNL127W	YNL127W_mRNA	-30
XIV	387172	387172	1	+	5	1	Promoter	14	387227	389767	2541	1	YNL126W	YNL126W_mRNA	-55
XIV	392853	392877	25	+	45	6	Promoter	14	392892	394370	1479	1	YNL124W	YNL124W_mRNA	-15
XIV	394646	394659	14	+	17	2	Promoter	14	394685	397678	2994	1	YNL123W	YNL123W_mRNA	-26
XIV	401007	401007	1	+	4	1	Promoter	14	401040	402521	1482	1	YNL119W	YNL119W_mRNA	-33
XIV	408280	408293	14	+	13	2	Promoter	14	408341	409909	1569	1	YNL116W	YNL116W_mRNA	-48
XIV	412707	412765	59	+	107	8	Promoter	14	412771	413199	429	1	YNL113W	YNL113W_mRNA	-6
XIV	413587	413619	33	+	169	9	Promoter	14	413639	416281	2643	1	YNL112W	YNL112W_mRNA	-20
XIV	414857	414857	1	+	4	1	Exon (YNL112W_mRNA/YNL112W, exon 1 of 2)	14	413639	416281	2643	1	YNL112W	YNL112W_mRNA	1218
XIV	420049	420049	1	+	7	1	Promoter	14	420098	420778	681	1	YNL107W	YNL107W_mRNA	-49
XIV	420076	420100	25	+	17	3	Promoter	14	420098	420778	681	1	YNL107W	YNL107W_mRNA	0
XIV	427579	427579	1	+	5	1	Promoter	14	427735	429753	2019	1	YNL103W	YNL103W_mRNA	-156
XIV	429980	430029	50	+	64	8	Promoter	14	430087	434493	4407	1	YNL102W	YNL102W_mRNA	-58
XIV	434821	434821	1	+	4	1	Promoter	14	434999	437140	2142	1	YNL101W	YNL101W_mRNA	-178
XIV	437563	437571	9	+	21	3	Promoter	14	437613	438317	705	1	YNL100W	YNL100W_mRNA	-42
XIV	447336	447338	3	+	22	2	Promoter	14	447611	449374	1764	1	YNL094W	YNL094W_mRNA	-273
XIV	449807	449807	1	+	7	1	Promoter	14	449868	450530	663	1	YNL093W	YNL093W_mRNA	-61
XIV	450806	450806	1	+	4	1	Promoter	14	450871	452073	1203	1	YNL092W	YNL092W_mRNA	-65
XIV	452267	452278	12	+	19	4	Promoter	14	452408	456130	3723	1	YNL091W	YNL091W_mRNA	-130
XIV	452330	452330	1	+	5	1	Promoter	14	452408	456130	3723	1	YNL091W	YNL091W_mRNA	-78
XIV	453978	453978	1	+	4	1	Exon (YNL091W_mRNA/YNL091W, exon 1 of 1)	14	452408	456130	3723	1	YNL091W	YNL091W_mRNA	1570
XIV	454042	454042	1	+	5	1	Exon (YNL091W_mRNA/YNL091W, exon 1 of 1)	14	452408	456130	3723	1	YNL091W	YNL091W_mRNA	1634
XIV	454091	454091	1	+	4	1	Exon (YNL091W_mRNA/YNL091W, exon 1 of 1)	14	452408	456130	3723	1	YNL091W	YNL091W_mRNA	1683
XIV	454254	454277	24	+	10	2	Exon (YNL091W_mRNA/YNL091W, exon 1 of 1)	14	452408	456130	3723	1	YNL091W	YNL091W_mRNA	1846
XIV	457632	457644	13	+	30	3	Promoter	14	457704	461990	4287	1	YNL088W	YNL088W_mRNA	-60
XIV	459234	459234	1	+	4	1	Exon (YNL088W_mRNA/YNL088W, exon 1 of 1)	14	457704	461990	4287	1	YNL088W	YNL088W_mRNA	1530
XIV	462266	462275	10	+	9	2	Promoter	14	462411	465947	3537	1	YNL087W	YNL087W_mRNA	-136
XIV	462303	462316	14	+	10	2	Promoter	14	462411	465947	3537	1	YNL087W	YNL087W_mRNA	-95
XIV	465266	465266	1	+	4	1	Exon (YNL087W_mRNA/YNL087W, exon 1 of 1)	14	466334	466642	309	1	YNL086W	YNL086W_mRNA	-1068
XIV	466865	466868	4	+	12	2	Promoter	14	467131	469623	2493	1	YNL085W	YNL085W_mRNA	-263
XIV	471367	471367	1	+	8	1	Promoter	14	471377	472861	1485	1	YNL083W	YNL083W_mRNA	-10
XIV	473344	473344	1	+	7	1	Promoter	14	473391	476012	2622	1	YNL082W	YNL082W_mRNA	-47
XIV	479743	479780	38	+	87	8	Promoter	14	479768	480991	1224	1	YNL078W	YNL078W_mRNA	0
XIV	481224	481224	1	+	4	1	Promoter	14	481391	482977	1587	1	YNL077W	YNL077W_mRNA	-167
XIV	483284	483298	15	+	21	2	Promoter	14	483556	485310	1755	1	YNL076W	YNL076W_mRNA	-258
XIV	483406	483406	1	+	7	1	Promoter	14	483556	485310	1755	1	YNL076W	YNL076W_mRNA	-150
XIV	485516	485575	60	+	83	7	Promoter	14	485607	486479	873	1	YNL075W	YNL075W_mRNA	-32
XIV	488369	488394	26	+	59	4	Promoter	14	488386	490116	1731	1	YNL073W	YNL073W_mRNA	0
XIV	490268	490329	62	+	80	8	Promoter	14	490317	491240	924	1	YNL072W	YNL072W_mRNA	0
XIV	491407	491407	1	+	4	1	Promoter	14	491523	492971	1449	1	YNL071W	YNL071W_mRNA	-116
XIV	491461	491496	36	+	92	8	Promoter	14	491523	492971	1449	1	YNL071W	YNL071W_mRNA	-27
XIV	493303	493303	1	+	6	1	Promoter	14	493366	493548	183	1	YNL070W	YNL070W_mRNA	-63
XIV	499637	499648	12	+	44	4	Promoter	14	499681	500256	576	1	YNL067W	YNL067W_mRNA	-33
XIV	499677	499677	1	+	4	1	Promoter	14	499681	500256	576	1	YNL067W	YNL067W_mRNA	-4
XIV	500913	500986	74	+	185	10	Promoter	14	501515	502777	1263	1	YNL066W	YNL066W_mRNA	-529
XIV	503631	503643	13	+	16	3	Promoter	14	503724	505484	1761	1	YNL065W	YNL065W_mRNA	-81
XIV	510438	510532	95	+	352	19	Promoter	14	510540	512396	1857	1	YNL061W	YNL061W_mRNA	-8
XIV	515181	515181	1	+	8	1	Downstream (1-2kb)	14	516403	516735	333	1	YNL057W	YNL057W_mRNA	-1222
XIV	515219	515219	1	+	4	1	Downstream (1-2kb)	14	516403	516735	333	1	YNL057W	YNL057W_mRNA	-1184
XIV	517154	517154	1	+	4	1	Promoter	14	517249	517842	594	1	YNL056W	YNL056W_mRNA	-95
XIV	517206	517232	27	+	17	3	Promoter	14	517249	517842	594	1	YNL056W	YNL056W_mRNA	-17
XIV	519242	519242	1	+	5	1	Promoter	14	519456	520778	1323	1	YNL054W-A	YNL054W-A	-214
XIV	519403	519403	1	+	34	1	Promoter	14	519456	520778	1323	1	YNL054W-A	YNL054W-A	-53
XIV	526058	526058	1	+	7	1	Promoter	14	526086	529583	3498	1	YNL054W	YNL054W_mRNA	-28
XIV	529822	529822	1	+	5	1	Promoter	14	529942	531411	1470	1	YNL053W	YNL053W_mRNA	-120
XIV	531691	531694	4	+	28	2	Promoter	14	531725	532186	462	1	YNL052W	YNL052W_mRNA	-31
XIV	532653	532653	1	+	8	1	Promoter	14	532659	533870	1212	1	YNL051W	YNL051W_mRNA	-6
XIV	538151	538155	5	+	16	2	Promoter	14	538173	539819	1647	1	YNL048W	YNL048W_mRNA	-18
XIV	542118	542118	1	+	9	1	Promoter	14	542304	542822	519	1	YNL046W	YNL046W_mRNA	-186
XIV	542971	542971	1	+	4	1	Promoter	14	542963	544978	2016	1	YNL045W	YNL045W_mRNA	8
XIV	545197	545205	9	+	17	2	Promoter	14	545268	545877	610	1	YNL044W	YNL044W_mRNA	-63
XIV	546572	546572	1	+	4	1	Promoter	14	547094	547196	103	1	tP(UGG)N1	tP(UGG)N1_tRNA	-522
XIV	546640	546649	10	+	32	3	Promoter	14	547094	547196	103	1	tP(UGG)N1	tP(UGG)N1_tRNA	-445
XIV	548011	548011	1	+	13	1	Promoter	14	548100	549290	1191	1	YNL042W	YNL042W_mRNA	-89
XIV	553319	553361	43	+	49	8	Promoter	14	553380	554750	1371	1	YNL040W	YNL040W_mRNA	-19
XIV	554986	555048	63	+	21	4	Promoter	14	555048	556832	1785	1	YNL039W	YNL039W_mRNA	0
XIV	556994	557020	27	+	67	6	Promoter	14	557020	557783	764	1	YNL038W	YNL038W_mRNA	0
XIV	559666	559666	1	+	9	1	Promoter	14	559814	560479	666	1	YNL036W	YNL036W_mRNA	-148
XIV	559763	559776	14	+	114	4	Promoter	14	559814	560479	666	1	YNL036W	YNL036W_mRNA	-38
XIV	574342	574396	55	+	85	7	Promoter	14	574506	575351	846	1	YNL032W	YNL032W_mRNA	-110
XIV	576685	576713	29	+	89	7	Promoter	14	576727	577038	312	1	YNL030W	YNL030W_mRNA	-14
XIV	579417	579417	1	+	7	1	Promoter	14	579580	581616	2037	1	YNL027W	YNL027W_mRNA	-163
XIV	579457	579485	29	+	43	5	Promoter	14	579580	581616	2037	1	YNL027W	YNL027W_mRNA	-95
XIV	581887	581897	11	+	17	2	Promoter	14	581920	583374	1455	1	YNL026W	YNL026W_mRNA	-23
XIV	585587	585594	8	+	29	2	Promoter	14	585587	585926	340	1	NME1	NME1_snoRNA	0
XIV	593110	593110	1	+	10	1	Promoter	14	593227	595347	2121	1	YNL021W	YNL021W_mRNA	-117
XIV	593157	593182	26	+	42	6	Promoter	14	593227	595347	2121	1	YNL021W	YNL021W_mRNA	-45
XIV	597846	597846	1	+	5	1	Distal Intergenic	14	602312	602385	74	1	tI(AAU)N2	tI(AAU)N2_tRNA	-4466
XIV	597886	597886	1	+	4	1	Distal Intergenic	14	602312	602385	74	1	tI(AAU)N2	tI(AAU)N2_tRNA	-4426
XIV	602849	602880	32	+	39	7	Promoter	14	602907	604268	1362	1	YNL016W	YNL016W_mRNA	-27
XIV	603775	603775	1	+	4	1	Exon (YNL016W_mRNA/YNL016W, exon 1 of 1)	14	602907	604268	1362	1	YNL016W	YNL016W_mRNA	868
XIV	604028	604028	1	+	7	1	Exon (YNL016W_mRNA/YNL016W, exon 1 of 1)	14	602907	604268	1362	1	YNL016W	YNL016W_mRNA	1121
XIV	605303	605374	72	+	161	10	Promoter	14	605384	605611	228	1	YNL015W	YNL015W_mRNA	-10
XIV	613587	613606	20	+	52	4	Promoter	14	613635	614360	726	1	YNL010W	YNL010W_mRNA	-29
XIV	614787	614787	1	+	4	1	Promoter	14	614821	616083	1263	1	YNL009W	YNL009W_mRNA	-34
XIV	620026	620026	1	+	6	1	Promoter	14	620067	620978	912	1	YNL006W	YNL006W_mRNA	-41
XIV	620057	620057	1	+	4	1	Promoter	14	620067	620978	912	1	YNL006W	YNL006W_mRNA	-10
XIV	622864	622931	68	+	469	17	Promoter	14	622915	624621	1707	1	YNL004W	YNL004W_mRNA	0
XIV	623304	623304	1	+	4	1	Exon (YNL004W_mRNA/YNL004W, exon 2 of 2)	14	622915	624621	1707	1	YNL004W	YNL004W_mRNA	389
XIV	627393	627412	20	+	15	3	Promoter	14	627456	628616	1161	1	YNL001W	YNL001W_mRNA	-44
XIV	627445	627445	1	+	7	1	Promoter	14	627456	628616	1161	1	YNL001W	YNL001W_mRNA	-11
XIV	635917	635917	1	+	10	1	Promoter	14	635943	636383	441	1	YNR004W	YNR004W_mRNA	-26
XIV	636958	636977	20	+	54	4	Promoter	14	636986	638854	1869	1	YNR006W	YNR006W_mRNA	-9
XIV	640336	640336	1	+	13	1	Promoter	14	640396	642381	1986	1	YNR008W	YNR008W_mRNA	-60
XIV	640365	640377	13	+	17	2	Promoter	14	640396	642381	1986	1	YNR008W	YNR008W_mRNA	-19
XIV	643692	643692	1	+	4	1	Promoter	14	643744	644193	450	1	YNR010W	YNR010W_mRNA	-52
XIV	643722	643726	5	+	11	2	Promoter	14	643744	644193	450	1	YNR010W	YNR010W_mRNA	-18
XIV	647340	647340	1	+	11	1	Promoter	14	647432	648937	1506	1	YNR012W	YNR012W_mRNA	-92
XIV	652414	652421	8	+	25	2	Promoter	14	652465	653103	639	1	YNR014W	YNR014W_mRNA	-44
XIV	652449	652474	26	+	15	3	Promoter	14	652465	653103	639	1	YNR014W	YNR014W_mRNA	0
XIV	653358	653380	23	+	43	5	Promoter	14	653387	654541	1155	1	YNR015W	YNR015W_mRNA	-7
XIV	662298	662313	16	+	15	2	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-600
XIV	662661	662664	4	+	35	2	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-249
XIV	662694	662716	23	+	44	5	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-197
XIV	662746	662746	1	+	5	1	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-167
XIV	663233	663233	1	+	4	1	Exon (YNR017W_mRNA/YNR017W, exon 1 of 1)	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	320
XIV	663440	663440	1	+	10	1	Exon (YNR017W_mRNA/YNR017W, exon 1 of 1)	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	527
XIV	664202	664267	66	+	109	12	Promoter	14	664270	664944	675	1	YNR018W	YNR018W_mRNA	-3
XIV	664297	664297	1	+	4	1	Promoter	14	664270	664944	675	1	YNR018W	YNR018W_mRNA	27
XIV	665286	665311	26	+	84	8	Promoter	14	665339	667267	1929	1	YNR019W	YNR019W_mRNA	-28
XIV	665339	665339	1	+	9	1	Promoter	14	665339	667267	1929	1	YNR019W	YNR019W_mRNA	0
XIV	668319	668350	32	+	45	7	Promoter	14	668377	669591	1215	1	YNR021W	YNR021W_mRNA	-27
XIV	670378	670378	1	+	8	1	Promoter	14	670418	672118	1701	1	YNR023W	YNR023W_mRNA	-40
XIV	672357	672404	48	+	112	8	Promoter	14	672409	672969	561	1	YNR024W	YNR024W_mRNA	-5
XIV	674916	674916	1	+	4	1	Promoter	14	674923	675876	954	1	YNR027W	YNR027W_mRNA	-7
XIV	676090	676138	49	+	71	9	Promoter	14	676177	677103	927	1	YNR028W	YNR028W_mRNA	-39
XIV	678719	678741	23	+	20	4	Promoter	14	678799	680454	1656	1	YNR030W	YNR030W_mRNA	-58
XIV	685866	685866	1	+	5	1	Promoter	14	686010	687116	1107	1	YNR032W	YNR032W_mRNA	-144
XIV	685905	685916	12	+	8	2	Promoter	14	686010	687116	1107	1	YNR032W	YNR032W_mRNA	-94
XIV	690218	690256	39	+	25	3	Promoter	14	690321	691286	966	1	YNR034W	YNR034W_mRNA	-65
XIV	692361	692361	1	+	4	1	Promoter	14	692561	692857	297	1	YNR034W-A	YNR034W-A_mRNA	-200
XIV	692489	692489	1	+	43	1	Promoter	14	692561	692857	297	1	YNR034W-A	YNR034W-A_mRNA	-72
XIV	695566	695591	26	+	76	7	Promoter	14	695595	697484	1890	1	YNR038W	YNR038W_mRNA	-4
XIV	699690	699705	16	+	24	2	Promoter	14	699690	700460	771	1	YNR040W	YNR040W_mRNA	0
XIV	701875	701889	15	+	23	3	Promoter	14	701895	703085	1191	1	YNR043W	YNR043W_mRNA	-6
XIV	703658	703658	1	+	18	1	Promoter	14	703699	705876	2178	1	YNR044W	YNR044W_mRNA	-41
XIV	703746	703746	1	+	4	1	Promoter	14	703699	705876	2178	1	YNR044W	YNR044W_mRNA	47
XIV	706081	706118	38	+	73	5	Promoter	14	706139	707608	1470	1	YNR045W	YNR045W_mRNA	-21
XIV	706159	706159	1	+	4	1	Promoter	14	706139	707608	1470	1	YNR045W	YNR045W_mRNA	20
XIV	707734	707776	43	+	43	5	Promoter	14	707788	708195	408	1	YNR046W	YNR046W_mRNA	-12
XIV	708464	708467	4	+	18	2	Promoter	14	708523	711204	2682	1	YNR047W	YNR047W_mRNA	-56
XIV	711603	711603	1	+	6	1	Promoter	14	711630	712811	1182	1	YNR048W	YNR048W_mRNA	-27
XIV	716115	716117	3	+	19	2	Promoter	14	716120	716284	165	1	snR49	snR49_snoRNA	-3
XIV	726458	726458	1	+	4	1	Distal Intergenic	14	734291	735733	1443	1	YNR058W	YNR058W_mRNA	-7833
