seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XIV	479735	479780	46	+	8	92	0.37	46	2.79	-0.5	0.17	Promoter	14	479768	480991	1224	1	YNL078W	YNL078W_mRNA	0
XIV	481108	481108	1	+	1	4	1	1	0	2	1	Promoter	14	481391	482977	1587	1	YNL077W	YNL077W_mRNA	-283
XIV	481224	481224	1	+	1	4	1	1	0	2	1	Promoter	14	481391	482977	1587	1	YNL077W	YNL077W_mRNA	-167
XIV	481282	481290	9	+	2	11	0.55	9	-0.36	1.01	0.01	Promoter	14	481391	482977	1587	1	YNL077W	YNL077W_mRNA	-101
XIV	482462	482462	1	+	1	7	1	1	0	2	1	Exon (YNL077W_mRNA/YNL077W, exon 1 of 1)	14	481391	482977	1587	1	YNL077W	YNL077W_mRNA	1071
XIV	483284	483298	15	+	2	30	0.7	15	2.8	1.12	0.12	Promoter	14	483556	485310	1755	1	YNL076W	YNL076W_mRNA	-258
XIV	483406	483406	1	+	1	7	1	1	0	2	1	Promoter	14	483556	485310	1755	1	YNL076W	YNL076W_mRNA	-150
XIV	485516	485575	60	+	10	106	0.29	60	-2.37	-1.02	0.09	Promoter	14	485607	486479	873	1	YNL075W	YNL075W_mRNA	-32
XIV	488369	488385	17	+	4	65	0.51	17	3.12	0.26	0.13	Promoter	14	488386	490116	1731	1	YNL073W	YNL073W_mRNA	-1
XIV	488436	488436	1	+	1	4	1	1	0	2	1	Promoter	14	488386	490116	1731	1	YNL073W	YNL073W_mRNA	50
XIV	490268	490309	42	+	7	88	0.35	42	5.07	-0.47	0.12	Promoter	14	490317	491240	924	1	YNL072W	YNL072W_mRNA	-8
XIV	491461	491492	32	+	6	82	0.46	32	7.32	-0.22	0.14	Promoter	14	491523	492971	1449	1	YNL071W	YNL071W_mRNA	-31
XIV	493303	493313	11	+	2	18	0.67	11	-1.67	1.08	0.08	Promoter	14	493366	493548	183	1	YNL070W	YNL070W_mRNA	-53
XIV	499637	499648	12	+	4	48	0.35	12	-0.02	0.06	0.03	Promoter	14	499681	500256	576	1	YNL067W	YNL067W_mRNA	-33
XIV	500913	500932	20	+	4	56	0.38	20	0.48	0.07	0.04	Promoter	14	501515	502777	1263	1	YNL066W	YNL066W_mRNA	-583
XIV	500962	500986	25	+	4	92	0.53	25	-5.63	0.31	0.15	Promoter	14	501515	502777	1263	1	YNL066W	YNL066W_mRNA	-529
XIV	501485	501485	1	+	1	6	1	1	0	2	1	Promoter	14	501515	502777	1263	1	YNL066W	YNL066W_mRNA	-30
XIV	503631	503657	27	+	4	19	0.32	27	-3.95	0.02	0.01	Promoter	14	503724	505484	1761	1	YNL065W	YNL065W_mRNA	-67
XIV	507909	507909	1	+	1	5	1	1	0	2	1	Exon (YNL063W_mRNA/YNL063W, exon 1 of 1)	14	507758	508702	945	1	YNL063W	YNL063W_mRNA	151
XIV	510438	510542	105	+	20	391	0.23	105	14.21	-1.58	0.17	Promoter	14	510540	512396	1857	1	YNL061W	YNL061W_mRNA	0
XIV	515136	515136	1	+	1	9	1	1	0	2	1	Downstream (1-2kb)	14	516403	516735	333	1	YNL057W	YNL057W_mRNA	-1267
XIV	515181	515185	5	+	2	11	0.55	5	-0.18	1.01	0.01	Downstream (1-2kb)	14	516403	516735	333	1	YNL057W	YNL057W_mRNA	-1218
XIV	515216	515216	1	+	1	4	1	1	0	2	1	Downstream (1-2kb)	14	516403	516735	333	1	YNL057W	YNL057W_mRNA	-1187
XIV	517206	517232	27	+	3	19	0.47	27	-5.63	0.49	0.05	Promoter	14	517249	517842	594	1	YNL056W	YNL056W_mRNA	-17
XIV	519403	519403	1	+	1	33	1	1	0	2	1	Promoter	14	519456	520778	1323	1	YNL054W-A	YNL054W-A	-53
XIV	526072	526072	1	+	1	5	1	1	0	2	1	Promoter	14	526086	529583	3498	1	YNL054W	YNL054W_mRNA	-14
XIV	529822	529822	1	+	1	6	1	1	0	2	1	Promoter	14	529942	531411	1470	1	YNL053W	YNL053W_mRNA	-120
XIV	531691	531718	28	+	3	31	0.68	28	-9.44	0.78	0.23	Promoter	14	531725	532186	462	1	YNL052W	YNL052W_mRNA	-7
XIV	538140	538155	16	+	3	16	0.44	16	1.81	0.45	0.02	Promoter	14	538173	539819	1647	1	YNL048W	YNL048W_mRNA	-18
XIV	542114	542118	5	+	2	18	0.61	5	0.44	1.04	0.04	Promoter	14	542304	542822	519	1	YNL046W	YNL046W_mRNA	-186
XIV	542953	542953	1	+	1	4	1	1	0	2	1	Promoter	14	542963	544978	2016	1	YNL045W	YNL045W_mRNA	-10
XIV	543010	543010	1	+	1	5	1	1	0	2	1	Promoter	14	542963	544978	2016	1	YNL045W	YNL045W_mRNA	47
XIV	545178	545205	28	+	3	21	0.48	28	5.69	0.51	0.06	Promoter	14	545268	545877	610	1	YNL044W	YNL044W_mRNA	-63
XIV	546640	546649	10	+	3	30	0.6	10	1.57	0.64	0.14	Promoter	14	547094	547196	103	1	tP(UGG)N1	tP(UGG)N1_tRNA	-445
XIV	548011	548011	1	+	1	10	1	1	0	2	1	Promoter	14	548100	549290	1191	1	YNL042W	YNL042W_mRNA	-89
XIV	553319	553351	33	+	5	29	0.31	33	0.38	-0.24	0.03	Promoter	14	553380	554750	1371	1	YNL040W	YNL040W_mRNA	-29
XIV	554986	555019	34	+	3	17	0.53	34	-3.32	0.53	0.07	Promoter	14	555048	556832	1785	1	YNL039W	YNL039W_mRNA	-29
XIV	556351	556352	2	+	2	8	0.5	2	0	1	0	Promoter	14	557020	557783	764	1	YNL038W	YNL038W_mRNA	-668
XIV	556994	557047	54	+	10	92	0.29	54	-6.1	-1.06	0.08	Promoter	14	557020	557783	764	1	YNL038W	YNL038W_mRNA	0
XIV	559666	559666	1	+	1	8	1	1	0	2	1	Promoter	14	559814	560479	666	1	YNL036W	YNL036W_mRNA	-148
XIV	559754	559776	23	+	6	172	0.73	23	-0.4	0.59	0.45	Promoter	14	559814	560479	666	1	YNL036W	YNL036W_mRNA	-38
XIV	574342	574405	64	+	8	106	0.39	64	-0.43	-0.52	0.16	Promoter	14	574506	575351	846	1	YNL032W	YNL032W_mRNA	-101
XIV	576616	576616	1	+	1	6	1	1	0	2	1	Promoter	14	576727	577038	312	1	YNL030W	YNL030W_mRNA	-111
XIV	576685	576709	25	+	5	102	0.58	25	1.68	0.23	0.24	Promoter	14	576727	577038	312	1	YNL030W	YNL030W_mRNA	-18
XIV	579412	579485	74	+	9	70	0.26	74	9.24	-0.89	0.09	Promoter	14	579580	581616	2037	1	YNL027W	YNL027W_mRNA	-95
XIV	581887	581897	11	+	2	16	0.5	11	0	1	0	Promoter	14	581920	583374	1455	1	YNL026W	YNL026W_mRNA	-23
XIV	585587	585606	20	+	4	37	0.43	20	-4.45	0.25	0.13	Promoter	14	585587	585926	340	1	NME1	NME1_snoRNA	0
XIV	593110	593114	5	+	2	21	0.76	5	-1.05	1.21	0.21	Promoter	14	593227	595347	2121	1	YNL021W	YNL021W_mRNA	-113
XIV	593157	593182	26	+	5	42	0.26	26	-1.21	-0.3	0.01	Promoter	14	593227	595347	2121	1	YNL021W	YNL021W_mRNA	-45
XIV	593214	593214	1	+	1	4	1	1	0	2	1	Promoter	14	593227	595347	2121	1	YNL021W	YNL021W_mRNA	-13
XIV	597951	597951	1	+	1	4	1	1	0	2	1	Distal Intergenic	14	602312	602385	74	1	tI(AAU)N2	tI(AAU)N2_tRNA	-4361
XIV	602803	602880	78	+	8	54	0.26	78	15.83	-0.86	0.05	Promoter	14	602907	604268	1362	1	YNL016W	YNL016W_mRNA	-27
XIV	604034	604035	2	+	2	8	0.5	2	0	1	0	Exon (YNL016W_mRNA/YNL016W, exon 1 of 1)	14	602907	604268	1362	1	YNL016W	YNL016W_mRNA	1127
XIV	604178	604178	1	+	1	4	1	1	0	2	1	Exon (YNL016W_mRNA/YNL016W, exon 1 of 1)	14	605384	605611	228	1	YNL015W	YNL015W_mRNA	-1206
XIV	605303	605363	61	+	11	216	0.25	61	-0.15	-1.1	0.11	Promoter	14	605384	605611	228	1	YNL015W	YNL015W_mRNA	-21
XIV	610933	610933	1	+	1	5	1	1	0	2	1	Exon (YNL012W_mRNA/YNL012W, exon 2 of 2)	14	609686	611665	1980	1	YNL012W	YNL012W_mRNA	1247
XIV	613596	613609	14	+	5	60	0.42	14	-1.13	0.05	0.16	Promoter	14	613635	614360	726	1	YNL010W	YNL010W_mRNA	-26
XIV	615837	615837	1	+	1	4	1	1	0	2	1	Exon (YNL009W_mRNA/YNL009W, exon 1 of 1)	14	614821	616083	1263	1	YNL009W	YNL009W_mRNA	1016
XIV	620026	620026	1	+	1	9	1	1	0	2	1	Promoter	14	620067	620978	912	1	YNL006W	YNL006W_mRNA	-41
XIV	620057	620057	1	+	1	5	1	1	0	2	1	Promoter	14	620067	620978	912	1	YNL006W	YNL006W_mRNA	-10
XIV	622864	622925	62	+	15	442	0.21	62	-5.53	-1.32	0.15	Promoter	14	622915	624621	1707	1	YNL004W	YNL004W_mRNA	0
XIV	627393	627401	9	+	2	14	0.57	9	-0.57	1.01	0.01	Promoter	14	627456	628616	1161	1	YNL001W	YNL001W_mRNA	-55
XIV	627445	627445	1	+	1	8	1	1	0	2	1	Promoter	14	627456	628616	1161	1	YNL001W	YNL001W_mRNA	-11
XIV	632772	632772	1	+	1	4	1	1	0	2	1	Downstream (1-2kb)	14	632599	632672	74	1	tN(GUU)N2	tN(GUU)N2_tRNA	173
XIV	635917	635917	1	+	1	5	1	1	0	2	1	Promoter	14	635943	636383	441	1	YNR004W	YNR004W_mRNA	-26
XIV	636954	636977	24	+	4	47	0.38	24	-1.52	0.18	0.09	Promoter	14	636986	638854	1869	1	YNR006W	YNR006W_mRNA	-9
XIV	640326	640336	11	+	2	19	0.74	11	2.37	1.17	0.17	Promoter	14	640396	642381	1986	1	YNR008W	YNR008W_mRNA	-60
XIV	640365	640377	13	+	2	20	0.55	13	0.6	1.01	0.01	Promoter	14	640396	642381	1986	1	YNR008W	YNR008W_mRNA	-19
XIV	643692	643692	1	+	1	5	1	1	0	2	1	Promoter	14	643744	644193	450	1	YNR010W	YNR010W_mRNA	-52
XIV	643722	643726	5	+	2	8	0.5	5	0	1	0	Promoter	14	643744	644193	450	1	YNR010W	YNR010W_mRNA	-18
XIV	647340	647340	1	+	1	6	1	1	0	2	1	Promoter	14	647432	648937	1506	1	YNR012W	YNR012W_mRNA	-92
XIV	647374	647374	1	+	1	5	1	1	0	2	1	Promoter	14	647432	648937	1506	1	YNR012W	YNR012W_mRNA	-58
XIV	652414	652421	8	+	2	42	0.83	8	-2.33	1.35	0.35	Promoter	14	652465	653103	639	1	YNR014W	YNR014W_mRNA	-44
XIV	652449	652474	26	+	3	22	0.45	26	1.59	0.46	0.03	Promoter	14	652465	653103	639	1	YNR014W	YNR014W_mRNA	0
XIV	653367	653387	21	+	4	34	0.32	21	-1.62	0.06	0.03	Promoter	14	653387	654541	1155	1	YNR015W	YNR015W_mRNA	0
XIV	662313	662313	1	+	1	9	1	1	0	2	1	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-600
XIV	662486	662486	1	+	1	4	1	1	0	2	1	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-427
XIV	662661	662664	4	+	2	34	0.62	4	-0.35	1.04	0.04	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-249
XIV	662694	662762	69	+	10	71	0.21	69	-13.18	-1.12	0.06	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-151
XIV	662867	662867	1	+	1	4	1	1	0	2	1	Promoter	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	-46
XIV	663233	663233	1	+	1	6	1	1	0	2	1	Exon (YNR017W_mRNA/YNR017W, exon 1 of 1)	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	320
XIV	663440	663440	1	+	1	10	1	1	0	2	1	Exon (YNR017W_mRNA/YNR017W, exon 1 of 1)	14	662913	663581	669	1	YNR017W	YNR017W_mRNA	527
XIV	664202	664267	66	+	14	134	0.17	66	8.1	-1.55	0.07	Promoter	14	664270	664944	675	1	YNR018W	YNR018W_mRNA	-3
XIV	664297	664297	1	+	1	4	1	1	0	2	1	Promoter	14	664270	664944	675	1	YNR018W	YNR018W_mRNA	27
XIV	665286	665311	26	+	8	91	0.32	26	1.08	-0.67	0.11	Promoter	14	665339	667267	1929	1	YNR019W	YNR019W_mRNA	-28
XIV	665339	665339	1	+	1	4	1	1	0	2	1	Promoter	14	665339	667267	1929	1	YNR019W	YNR019W_mRNA	0
XIV	668319	668350	32	+	6	35	0.23	32	-2.33	-0.53	0.02	Promoter	14	668377	669591	1215	1	YNR021W	YNR021W_mRNA	-27
XIV	670378	670378	1	+	1	4	1	1	0	2	1	Promoter	14	670418	672118	1701	1	YNR023W	YNR023W_mRNA	-40
XIV	672357	672415	59	+	7	122	0.57	59	2.4	-0.01	0.29	Promoter	14	672409	672969	561	1	YNR024W	YNR024W_mRNA	0
XIV	674881	674881	1	+	1	4	1	1	0	2	1	Promoter	14	674923	675876	954	1	YNR027W	YNR027W_mRNA	-42
XIV	674908	674919	12	+	2	9	0.56	12	0.61	1.01	0.01	Promoter	14	674923	675876	954	1	YNR027W	YNR027W_mRNA	-4
XIV	676090	676138	49	+	10	86	0.17	49	-7.01	-1.18	0.04	Promoter	14	676177	677103	927	1	YNR028W	YNR028W_mRNA	-39
XIV	678719	678738	20	+	3	18	0.56	20	-3.28	0.56	0.09	Promoter	14	678799	680454	1656	1	YNR030W	YNR030W_mRNA	-61
XIV	685866	685866	1	+	1	5	1	1	0	2	1	Promoter	14	686010	687116	1107	1	YNR032W	YNR032W_mRNA	-144
XIV	685905	685905	1	+	1	8	1	1	0	2	1	Promoter	14	686010	687116	1107	1	YNR032W	YNR032W_mRNA	-105
XIV	687629	687629	1	+	1	4	1	1	0	2	1	Promoter	14	687635	689998	2364	1	YNR033W	YNR033W_mRNA	-6
XIV	690215	690234	20	+	3	27	0.63	20	-4.8	0.69	0.17	Promoter	14	690321	691286	966	1	YNR034W	YNR034W_mRNA	-87
XIV	692361	692366	6	+	2	9	0.56	6	-0.28	1.01	0.01	Promoter	14	692561	692857	297	1	YNR034W-A	YNR034W-A_mRNA	-195
XIV	692489	692489	1	+	1	64	1	1	0	2	1	Promoter	14	692561	692857	297	1	YNR034W-A	YNR034W-A_mRNA	-72
XIV	695566	695597	32	+	9	89	0.24	32	3.72	-0.95	0.07	Promoter	14	695595	697484	1890	1	YNR038W	YNR038W_mRNA	0
XIV	699680	699705	26	+	5	45	0.47	26	-0.88	-0.06	0.11	Promoter	14	699690	700460	771	1	YNR040W	YNR040W_mRNA	0
XIV	701875	701886	12	+	3	24	0.54	12	1.04	0.55	0.08	Promoter	14	701895	703085	1191	1	YNR043W	YNR043W_mRNA	-9
XIV	703658	703658	1	+	1	12	1	1	0	2	1	Promoter	14	703699	705876	2178	1	YNR044W	YNR044W_mRNA	-41
XIV	706070	706122	53	+	8	109	0.33	53	13.28	-0.48	0.17	Promoter	14	706139	707608	1470	1	YNR045W	YNR045W_mRNA	-17
XIV	706159	706159	1	+	1	5	1	1	0	2	1	Promoter	14	706139	707608	1470	1	YNR045W	YNR045W_mRNA	20
XIV	707734	707776	43	+	5	45	0.31	43	2.31	-0.18	0.06	Promoter	14	707788	708195	408	1	YNR046W	YNR046W_mRNA	-12
XIV	708464	708464	1	+	1	20	1	1	0	2	1	Promoter	14	708523	711204	2682	1	YNR047W	YNR047W_mRNA	-59
XIV	711603	711603	1	+	1	6	1	1	0	2	1	Promoter	14	711630	712811	1182	1	YNR048W	YNR048W_mRNA	-27
XIV	716115	716117	3	+	2	22	0.73	3	-0.45	1.15	0.15	Promoter	14	716120	716284	165	1	snR49	snR49_snoRNA	-3
XIV	736710	736710	1	+	1	5	1	1	0	2	1	Promoter	14	736803	738545	1743	1	YNR059W	YNR059W_mRNA	-93
XIV	739577	739577	1	+	1	4	1	1	0	2	1	Promoter	14	739951	742110	2160	1	YNR060W	YNR060W_mRNA	-374
XIV	746872	746872	1	+	1	6	1	1	0	2	1	Promoter	14	746943	748766	1824	1	YNR063W	YNR063W_mRNA	-71
XIV	779892	779918	27	+	3	14	0.36	27	3	0.42	0	Promoter	14	779916	781040	1125	1	YNR075W	YNR075W_mRNA	0
XIV	19312	19357	46	-	5	43	0.47	46	5.2	-0.03	0.13	Promoter	14	18001	19302	1302	2	YNL330C	YNL330C_mRNA	-55
XIV	31387	31408	22	-	3	15	0.47	22	-0.63	0.47	0.03	Promoter	14	28739	31378	2640	2	YNL325C	YNL325C_mRNA	-30
XIV	34243	34262	20	-	5	73	0.36	20	-1.23	-0.16	0.07	Promoter	14	33294	34235	942	2	YNL322C	YNL322C_mRNA	-27
XIV	43131	43131	1	-	1	6	1	1	0	2	1	Promoter	14	42071	43075	1005	2	YNL316C	YNL316C_mRNA	-56
XIV	44256	44290	35	-	3	24	0.5	35	1.08	0.51	0.06	Promoter	14	43324	44280	957	2	YNL315C	YNL315C_mRNA	0
XIV	48053	48058	6	-	2	28	0.82	6	-1.61	1.32	0.32	Promoter	14	45308	48022	2715	2	YNL313C	YNL313C_mRNA	-36
XIV	51688	51718	31	-	5	44	0.45	31	-5.02	-0.08	0.1	Promoter	14	49397	51688	2292	2	YNL311C	YNL311C_mRNA	0
XIV	51748	51748	1	-	1	4	1	1	0	2	1	Promoter	14	49397	51688	2292	2	YNL311C	YNL311C_mRNA	-60
XIV	52435	52435	1	-	1	10	1	1	0	2	1	Promoter	14	51907	52431	525	2	YNL310C	YNL310C_mRNA	-4
XIV	52460	52463	4	-	2	17	0.59	4	0.26	1.02	0.02	Promoter	14	51907	52431	525	2	YNL310C	YNL310C_mRNA	-32
XIV	55879	55938	60	-	6	79	0.39	60	19.56	-0.09	0.19	Promoter	14	54122	55897	1776	2	YNL308C	YNL308C_mRNA	0
XIV	57659	57659	1	-	1	4	1	1	0	2	1	Promoter	14	56446	57573	1128	2	YNL307C	YNL307C_mRNA	-86
XIV	57689	57749	61	-	16	345	0.24	61	4.09	-1.52	0.12	Promoter	14	56446	57573	1128	2	YNL307C	YNL307C_mRNA	-176
XIV	59822	59831	10	-	2	13	0.69	10	-1.73	1.11	0.11	Promoter	14	58898	59791	894	2	YNL305C	YNL305C_mRNA	-40
XIV	62956	62979	24	-	9	211	0.39	24	-1.28	-0.52	0.21	Promoter	14	61958	62943	986	2	YNL302C	YNL302C_mRNA	-36
XIV	64582	64645	64	-	11	133	0.2	64	-7.75	-1.19	0.08	Promoter	14	63570	64562	993	2	YNL301C	YNL301C_mRNA	-83
XIV	66209	66209	1	-	1	7	1	1	0	2	1	Downstream (2-3kb)	14	63570	64562	993	2	YNL301C	YNL301C_mRNA	-1647
XIV	76614	76630	17	-	2	14	0.57	17	1.14	1.01	0.01	Promoter	14	71673	76583	4911	2	YNL297C	YNL297C_mRNA	-47
XIV	80426	80439	14	-	2	19	0.63	14	1.71	1.05	0.05	Promoter	14	78659	80260	1602	2	YNL294C	YNL294C_mRNA	-179
XIV	86029	86029	1	-	1	5	1	1	0	2	1	Promoter	14	84169	85815	1647	2	YNL291C	YNL291C_mRNA	-214
XIV	98917	98932	16	-	2	9	0.56	16	0.83	1.01	0.01	Exon (YNL284C-B/YNL284C-B, exon 1 of 1)	14	96241	96312	72	2	tG(UCC)N	tG(UCC)N_tRNA	-2620
XIV	98960	98960	1	-	1	7	1	1	0	2	1	Exon (YNL284C-B/YNL284C-B, exon 1 of 1)	14	96241	96312	72	2	tG(UCC)N	tG(UCC)N_tRNA	-2648
XIV	101526	101526	1	-	1	4	1	1	0	2	1	Exon (YNL284C-B/YNL284C-B, exon 1 of 1)	14	96964	102232	5269	2	YNL284C-B	YNL284C-B	706
XIV	102285	102285	1	-	1	18	1	1	0	2	1	Promoter	14	100910	102232	1323	2	YNL284C-A	YNL284C-A	-53
XIV	104051	104061	11	-	2	9	0.56	11	-0.56	1.01	0.01	Promoter	14	103134	104102	969	2	YNL284C	YNL284C_mRNA	51
XIV	107061	107061	1	-	1	6	1	1	0	2	1	Promoter	14	105184	106695	1512	2	YNL283C	YNL283C_mRNA	-366
XIV	110449	110484	36	-	3	15	0.47	36	4.97	0.47	0.03	Promoter	14	109095	110411	1317	2	YNL280C	YNL280C_mRNA	-73
XIV	118638	118638	1	-	1	5	1	1	0	2	1	Exon (YNL276C_mRNA/YNL276C, exon 1 of 1)	14	118431	118826	396	2	YNL276C	YNL276C_mRNA	188
XIV	122215	122228	14	-	2	16	0.5	14	0	1	0	Promoter	14	121118	122170	1053	2	YNL274C	YNL274C_mRNA	-58
XIV	129167	129185	19	-	4	43	0.42	19	3.14	0.1	0.05	Promoter	14	126805	129084	2280	2	YNL272C	YNL272C_mRNA	-101
XIV	135600	135600	1	-	1	5	1	1	0	2	1	Promoter	14	129522	135383	5862	2	YNL271C	YNL271C_mRNA	-217
XIV	135632	135674	43	-	11	139	0.32	43	-2.96	-0.81	0.19	Promoter	14	129522	135383	5862	2	YNL271C	YNL271C_mRNA	-291
XIV	145302	145306	5	-	2	13	0.62	5	-0.46	1.04	0.04	Promoter	14	144280	145281	1002	2	YNL265C	YNL265C_mRNA	-25
XIV	145332	145332	1	-	1	4	1	1	0	2	1	Promoter	14	144280	145281	1002	2	YNL265C	YNL265C_mRNA	-51
XIV	146623	146646	24	-	3	17	0.41	24	0.74	0.45	0.02	Promoter	14	145563	146615	1053	2	YNL264C	YNL264C_mRNA	-31
XIV	147955	147983	29	-	4	34	0.38	29	8.06	0.21	0.11	Promoter	14	146896	147840	945	2	YNL263C	YNL263C_mRNA	-143
XIV	157359	157387	29	-	4	34	0.47	29	-5.76	0.24	0.12	Promoter	14	156859	157455	597	2	YNL260C	YNL260C_mRNA	96
XIV	157875	157910	36	-	4	30	0.43	36	-0.43	0.12	0.06	Promoter	14	157644	157865	222	2	YNL259C	YNL259C_mRNA	-45
XIV	160381	160381	1	-	1	11	1	1	0	2	1	Promoter	14	158109	160373	2265	2	YNL258C	YNL258C_mRNA	-8
XIV	160416	160416	1	-	1	5	1	1	0	2	1	Promoter	14	158109	160373	2265	2	YNL258C	YNL258C_mRNA	-43
XIV	164376	164376	1	-	1	4	1	1	0	2	1	Promoter	14	160631	164320	3690	2	YNL257C	YNL257C_mRNA	-56
XIV	164421	164421	1	-	1	4	1	1	0	2	1	Promoter	14	160631	164320	3690	2	YNL257C	YNL257C_mRNA	-101
XIV	167788	167859	72	-	19	240	0.28	72	-8.55	-1.7	0.13	Promoter	14	167329	167790	462	2	YNL255C	YNL255C_mRNA	0
XIV	169242	169242	1	-	1	5	1	1	0	2	1	Promoter	14	168043	169248	1206	2	YNL254C	YNL254C_mRNA	6
XIV	169292	169301	10	-	2	9	0.56	10	0.5	1.01	0.01	Promoter	14	168043	169248	1206	2	YNL254C	YNL254C_mRNA	-53
XIV	172284	172319	36	-	7	63	0.38	36	-4.21	-0.51	0.11	Promoter	14	171441	172286	846	2	YNL252C	YNL252C_mRNA	0
XIV	174545	174545	1	-	1	5	1	1	0	2	1	Promoter	14	172588	174315	1728	2	YNL251C	YNL251C_mRNA	-230
XIV	174571	174638	68	-	10	147	0.44	68	-8.54	-0.65	0.2	Promoter	14	172588	174315	1728	2	YNL251C	YNL251C_mRNA	-323
XIV	181028	181028	1	-	1	4	1	1	0	2	1	Promoter	14	179394	181022	1629	2	YNL249C	YNL249C_mRNA	-6
XIV	182623	182652	30	-	4	32	0.44	30	6.84	0.17	0.09	Promoter	14	181361	182608	1248	2	YNL248C	YNL248C_mRNA	-44
XIV	182679	182679	1	-	1	4	1	1	0	2	1	Promoter	14	181361	182608	1248	2	YNL248C	YNL248C_mRNA	-71
XIV	186904	186904	1	-	1	9	1	1	0	2	1	Promoter	14	186346	186885	540	2	YNL245C	YNL245C_mRNA	-19
XIV	187508	187529	22	-	5	87	0.56	22	4.74	0.15	0.2	Promoter	14	187170	187496	327	2	YNL244C	YNL244C_mRNA	-33
XIV	197875	197875	1	-	1	5	1	1	0	2	1	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	68
XIV	197992	197992	1	-	1	8	1	1	0	2	1	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	-49
XIV	198018	198018	1	-	1	4	1	1	0	2	1	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	-75
XIV	198056	198056	1	-	1	9	1	1	0	2	1	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	-113
XIV	198105	198105	1	-	1	4	1	1	0	2	1	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	-162
XIV	198131	198134	4	-	2	16	0.75	4	-0.75	1.19	0.19	Promoter	14	196426	197943	1518	2	YNL241C	YNL241C_mRNA	-191
XIV	201970	201970	1	-	1	6	1	1	0	2	1	Distal Intergenic	14	198502	199977	1476	2	YNL240C	YNL240C_mRNA	-1993
XIV	206735	206735	1	-	1	6	1	1	0	2	1	Distal Intergenic	14	209548	209979	432	2	YNL235C	YNL235C_mRNA	3244
XIV	217096	217096	1	-	1	13	1	1	0	2	1	Promoter	14	215987	217042	1056	2	YNL231C	YNL231C_mRNA	-54
XIV	217159	217192	34	-	5	29	0.24	34	4.74	-0.29	0.01	Promoter	14	215987	217042	1056	2	YNL231C	YNL231C_mRNA	-150
XIV	218673	218677	5	-	2	11	0.55	5	-0.18	1.01	0.01	Promoter	14	217523	218662	1140	2	YNL230C	YNL230C_mRNA	-15
XIV	218727	218750	24	-	4	22	0.45	24	-1.95	0.14	0.07	Promoter	14	217523	218662	1140	2	YNL230C	YNL230C_mRNA	-88
XIV	220401	220417	17	-	5	57	0.4	17	-0.42	-0.08	0.1	Promoter	14	219137	220201	1065	2	YNL229C	YNL229C_mRNA	-216
XIV	222483	222487	5	-	2	32	0.81	5	1.25	1.3	0.3	Promoter	14	220659	222431	1773	2	YNL227C	YNL227C_mRNA	-56
XIV	224501	224518	18	-	3	38	0.42	18	0.76	0.44	0.02	Promoter	14	222724	224469	1746	2	YNL225C	YNL225C_mRNA	-49
XIV	227176	227194	19	-	5	88	0.36	19	-1.02	-0.17	0.06	Promoter	14	224796	227099	2304	2	YNL224C	YNL224C_mRNA	-95
XIV	230302	230302	1	-	1	6	1	1	0	2	1	Exon (snR19_snRNA/snR19, exon 1 of 1)	14	230105	230672	568	2	snR19	snR19_snRNA	370
XIV	230360	230393	34	-	9	51	0.14	34	-6.87	-1.15	0.01	Exon (snR19_snRNA/snR19, exon 1 of 1)	14	230105	230672	568	2	snR19	snR19_snRNA	312
XIV	230424	230426	3	-	2	9	0.56	3	-0.11	1.01	0.01	Exon (snR19_snRNA/snR19, exon 1 of 1)	14	230105	230672	568	2	snR19	snR19_snRNA	248
XIV	230672	230672	1	-	1	10	1	1	0	2	1	Promoter	14	230105	230672	568	2	snR19	snR19_snRNA	0
XIV	233748	233777	30	-	3	19	0.42	30	-0.03	0.47	0.04	Promoter	14	231068	233695	2628	2	YNL221C	YNL221C_mRNA	-82
XIV	234057	234074	18	-	3	22	0.55	18	0.27	0.55	0.09	Promoter	14	231068	233695	2628	2	YNL221C	YNL221C_mRNA	-379
XIV	234101	234101	1	-	1	6	1	1	0	2	1	Promoter	14	231068	233695	2628	2	YNL221C	YNL221C_mRNA	-406
XIV	246956	246969	14	-	2	11	0.64	14	1.77	1.05	0.05	Exon (YNL213C_mRNA/YNL213C, exon 1 of 1)	14	246460	247104	645	2	YNL213C	YNL213C_mRNA	148
XIV	247171	247206	36	-	5	74	0.58	36	8.19	0.18	0.22	Promoter	14	246460	247104	645	2	YNL213C	YNL213C_mRNA	-102
